,NUMBER,STREET,CITY,REGION,POSTCODE,ADDRESS,bathrooms,bedrooms,comps_link,graphs_data,home_details,last_sold_date,last_sold_price,lot_size_sqft,map,sqft,valuation_range_high,valuation_range_low,year_built,zestimate
74,45,Inspiration Dr,Bella Vista,AR,72714,45 Inspiration Dr Bella Vista AR,1.0,2,http://www.zillow.com/homes/comps/94646340_zpid/,http://www.zillow.com/homedetails/45-Inspiration-Dr-Bella-Vista-AR-72714/94646340_zpid/#charts-and-data,http://www.zillow.com/homedetails/45-Inspiration-Dr-Bella-Vista-AR-72714/94646340_zpid/,08/12/2010,20000,9148,http://www.zillow.com/homes/94646340_zpid/,910,78797.0,51802.0,,72960.0
75,2,Lakeview Ave,Bella Vista,AR,72714,2 Lakeview Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94646758_zpid/,http://www.zillow.com/homedetails/2-Lakeview-Ave-Bella-Vista-AR-72714/94646758_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Lakeview-Ave-Bella-Vista-AR-72714/94646758_zpid/,04/16/2003,25000,9583,http://www.zillow.com/homes/94646758_zpid/,938,84087.0,57615.0,,77858.0
76,4,Lakeview Ave,Bella Vista,AR,72714,4 Lakeview Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/70627083_zpid/,http://www.zillow.com/homedetails/4-Lakeview-Ave-Bella-Vista-AR-72714/70627083_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Lakeview-Ave-Bella-Vista-AR-72714/70627083_zpid/,02/27/2015,12000,10019,http://www.zillow.com/homes/70627083_zpid/,840,79084.0,52239.0,,72554.0
77,6,Lakeview Ave,Bella Vista,AR,72714,6 Lakeview Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/70691393_zpid/,http://www.zillow.com/homedetails/6-Lakeview-Ave-Bella-Vista-AR-72714/70691393_zpid/#charts-and-data,http://www.zillow.com/homedetails/6-Lakeview-Ave-Bella-Vista-AR-72714/70691393_zpid/,05/17/2005,28000,13939,http://www.zillow.com/homes/70691393_zpid/,840,80186.0,52485.0,,72896.0
78,8,Lakeview Ave,Bella Vista,AR,72714,8 Lakeview Ave Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/70654883_zpid/,http://www.zillow.com/homedetails/8-Lakeview-Ave-Bella-Vista-AR-72714/70654883_zpid/#charts-and-data,http://www.zillow.com/homedetails/8-Lakeview-Ave-Bella-Vista-AR-72714/70654883_zpid/,06/19/2001,33000,14810,http://www.zillow.com/homes/70654883_zpid/,1064,94254.0,69007.0,,84155.0
79,11,Lakeview Ave,Bella Vista,AR,72714,11 Lakeview Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/70669133_zpid/,http://www.zillow.com/homedetails/11-Lakeview-Ave-Bella-Vista-AR-72714/70669133_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-Lakeview-Ave-Bella-Vista-AR-72714/70669133_zpid/,05/27/2004,7000,7841,http://www.zillow.com/homes/70669133_zpid/,1352,113857.0,90664.0,,105423.0
80,13,Lakeview Ave,Bella Vista,AR,72714,13 Lakeview Ave Bella Vista AR,1.0,1,http://www.zillow.com/homes/comps/94644733_zpid/,http://www.zillow.com/homedetails/13-Lakeview-Ave-Bella-Vista-AR-72714/94644733_zpid/#charts-and-data,http://www.zillow.com/homedetails/13-Lakeview-Ave-Bella-Vista-AR-72714/94644733_zpid/,03/27/2013,15000,9148,http://www.zillow.com/homes/94644733_zpid/,720,66886.0,45193.0,1966,60258.0
81,15,Lakeview Ave,Bella Vista,AR,72714,15 Lakeview Ave Bella Vista AR,,,http://www.zillow.com/homes/comps/94649855_zpid/,http://www.zillow.com/homedetails/15-Lakeview-Ave-Bella-Vista-AR-72714/94649855_zpid/#charts-and-data,http://www.zillow.com/homedetails/15-Lakeview-Ave-Bella-Vista-AR-72714/94649855_zpid/,09/27/2002,19000,11326,http://www.zillow.com/homes/94649855_zpid/,,95031.0,64755.0,,84098.0
82,17149,E Lancashire Blvd,Bella Vista,AR,72714,17149 E Lancashire Blvd Bella Vista AR,,,,,,,,,,,,,,
83,2,Locust St,Bella Vista,AR,72714,2 Locust St Bella Vista AR,,,http://www.zillow.com/homes/comps/70611715_zpid/,http://www.zillow.com/homedetails/2-Locust-St-Bella-Vista-AR-72714/70611715_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Locust-St-Bella-Vista-AR-72714/70611715_zpid/,10/21/2005,46000,7405,http://www.zillow.com/homes/70611715_zpid/,1056,96209.0,65559.0,,85141.0
84,4,Locust St,Bella Vista,AR,72714,4 Locust St Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/70625400_zpid/,http://www.zillow.com/homedetails/4-Locust-St-Bella-Vista-AR-72714/70625400_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Locust-St-Bella-Vista-AR-72714/70625400_zpid/,03/28/2016,1374,7840,http://www.zillow.com/homes/70625400_zpid/,800,76913.0,50343.0,1986,69921.0
85,13256,Lookout Dr,Bella Vista,AR,72714,13256 Lookout Dr Bella Vista AR,1.0,2,http://www.zillow.com/homes/comps/94646869_zpid/,http://www.zillow.com/homedetails/13256-Lookout-Dr-Bella-Vista-AR-72714/94646869_zpid/#charts-and-data,http://www.zillow.com/homedetails/13256-Lookout-Dr-Bella-Vista-AR-72714/94646869_zpid/,09/12/2012,4000,4792,http://www.zillow.com/homes/94646869_zpid/,1190,96461.0,70230.0,,84615.0
86,13264,Lookout Dr,Bella Vista,AR,72714,13264 Lookout Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/70716742_zpid/,http://www.zillow.com/homedetails/13264-Lookout-Dr-Bella-Vista-AR-72714/70716742_zpid/#charts-and-data,http://www.zillow.com/homedetails/13264-Lookout-Dr-Bella-Vista-AR-72714/70716742_zpid/,,,4792,http://www.zillow.com/homes/70716742_zpid/,,87170.0,69413.0,,80713.0
87,13320,Lookout Dr,Bella Vista,AR,72714,13320 Lookout Dr Bella Vista AR,,,,,,,,,,,,,,
88,13326,Lookout Dr,Bella Vista,AR,72714,13326 Lookout Dr Bella Vista AR,,,http://www.zillow.com/homes/comps/94645987_zpid/,http://www.zillow.com/homedetails/13326-Lookout-Dr-Bella-Vista-AR-72714/94645987_zpid/#charts-and-data,http://www.zillow.com/homedetails/13326-Lookout-Dr-Bella-Vista-AR-72714/94645987_zpid/,10/16/2001,3000,4792,http://www.zillow.com/homes/94645987_zpid/,,96213.0,77677.0,,88269.0
89,13365,Lookout Dr,Bella Vista,AR,72714,13365 Lookout Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94650077_zpid/,http://www.zillow.com/homedetails/13365-Lookout-Dr-Bella-Vista-AR-72714/94650077_zpid/#charts-and-data,http://www.zillow.com/homedetails/13365-Lookout-Dr-Bella-Vista-AR-72714/94650077_zpid/,,,7405,http://www.zillow.com/homes/94650077_zpid/,655,81987.0,53938.0,,71918.0
90,13375,Lookout Dr,Bella Vista,AR,72714,13375 Lookout Dr Bella Vista AR,2.5,,http://www.zillow.com/homes/comps/70666367_zpid/,http://www.zillow.com/homedetails/13375-Lookout-Dr-Bella-Vista-AR-72714/70666367_zpid/#charts-and-data,http://www.zillow.com/homedetails/13375-Lookout-Dr-Bella-Vista-AR-72714/70666367_zpid/,04/30/1991,26000,10019,http://www.zillow.com/homes/70666367_zpid/,728,98512.0,74763.0,,87957.0
91,13380,Lookout Dr,Bella Vista,AR,72714,13380 Lookout Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94649803_zpid/,http://www.zillow.com/homedetails/13380-Lookout-Dr-Bella-Vista-AR-72714/94649803_zpid/#charts-and-data,http://www.zillow.com/homedetails/13380-Lookout-Dr-Bella-Vista-AR-72714/94649803_zpid/,,,4792,http://www.zillow.com/homes/94649803_zpid/,592,73808.0,44927.0,1922,64181.0
92,13385,Lookout Dr,Bella Vista,AR,72714,13385 Lookout Dr Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/94644939_zpid/,http://www.zillow.com/homedetails/13385-Lookout-Dr-Bella-Vista-AR-72714/94644939_zpid/#charts-and-data,http://www.zillow.com/homedetails/13385-Lookout-Dr-Bella-Vista-AR-72714/94644939_zpid/,06/14/1996,95667,8276,http://www.zillow.com/homes/94644939_zpid/,1184,107303.0,84238.0,,100283.0
93,13390,Lookout Dr,Bella Vista,AR,72714,13390 Lookout Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94646057_zpid/,http://www.zillow.com/homedetails/13390-Lookout-Dr-Bella-Vista-AR-72714/94646057_zpid/#charts-and-data,http://www.zillow.com/homedetails/13390-Lookout-Dr-Bella-Vista-AR-72714/94646057_zpid/,,,4792,http://www.zillow.com/homes/94646057_zpid/,432,73605.0,44803.0,1922,64004.0
94,13400,Lookout Dr,Bella Vista,AR,72714,13400 Lookout Dr Bella Vista AR,,,,,,,,,,,,,,
95,13451,Lookout Dr,Bella Vista,AR,72714,13451 Lookout Dr Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/94649468_zpid/,http://www.zillow.com/homedetails/13451-Lookout-Dr-Bella-Vista-AR-72714/94649468_zpid/#charts-and-data,http://www.zillow.com/homedetails/13451-Lookout-Dr-Bella-Vista-AR-72714/94649468_zpid/,09/01/2011,10000,4792,http://www.zillow.com/homes/94649468_zpid/,808,84991.0,73659.0,,80944.0
96,13455,Lookout Dr,Bella Vista,AR,72714,13455 Lookout Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94650152_zpid/,http://www.zillow.com/homedetails/13455-Lookout-Dr-Bella-Vista-AR-72714/94650152_zpid/#charts-and-data,http://www.zillow.com/homedetails/13455-Lookout-Dr-Bella-Vista-AR-72714/94650152_zpid/,10/16/2013,115000,8712,http://www.zillow.com/homes/94650152_zpid/,1132,97226.0,79548.0,,88387.0
97,13457,Lookout Dr,Bella Vista,AR,72714,13457 Lookout Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94650890_zpid/,http://www.zillow.com/homedetails/13457-Lookout-Dr-Bella-Vista-AR-72714/94650890_zpid/#charts-and-data,http://www.zillow.com/homedetails/13457-Lookout-Dr-Bella-Vista-AR-72714/94650890_zpid/,10/16/2013,115000,6970,http://www.zillow.com/homes/94650890_zpid/,710,81468.0,53840.0,,70842.0
98,13459,Lookout Dr,Bella Vista,AR,72714,13459 Lookout Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94646727_zpid/,http://www.zillow.com/homedetails/13459-Lookout-Dr-Bella-Vista-AR-72714/94646727_zpid/#charts-and-data,http://www.zillow.com/homedetails/13459-Lookout-Dr-Bella-Vista-AR-72714/94646727_zpid/,11/13/1995,14000,6970,http://www.zillow.com/homes/94646727_zpid/,1572,127158.0,84407.0,,109619.0
99,13461,Lookout Dr,Bella Vista,AR,72714,13461 Lookout Dr Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70674738_zpid/,http://www.zillow.com/homedetails/13461-Lookout-Dr-Bella-Vista-AR-72714/70674738_zpid/#charts-and-data,http://www.zillow.com/homedetails/13461-Lookout-Dr-Bella-Vista-AR-72714/70674738_zpid/,09/05/2013,333000,6970,http://www.zillow.com/homes/70674738_zpid/,2232,170251.0,139849.0,,152010.0
100,13463,Lookout Dr,Bella Vista,AR,72714,13463 Lookout Dr Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/70617065_zpid/,http://www.zillow.com/homedetails/13463-Lookout-Dr-Bella-Vista-AR-72714/70617065_zpid/#charts-and-data,http://www.zillow.com/homedetails/13463-Lookout-Dr-Bella-Vista-AR-72714/70617065_zpid/,07/05/2013,351000,6970,http://www.zillow.com/homes/70617065_zpid/,800,89145.0,62974.0,,81784.0
101,13465,Lookout Dr,Bella Vista,AR,72714,13465 Lookout Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/70636540_zpid/,http://www.zillow.com/homedetails/13465-Lookout-Dr-Bella-Vista-AR-72714/70636540_zpid/#charts-and-data,http://www.zillow.com/homedetails/13465-Lookout-Dr-Bella-Vista-AR-72714/70636540_zpid/,07/05/2013,351000,5663,http://www.zillow.com/homes/70636540_zpid/,1204,101247.0,76159.0,,89599.0
102,13467,Lookout Dr,Bella Vista,AR,72714,13467 Lookout Dr Bella Vista AR,,,,,,,,,,,,,,
103,13471,Lookout Dr,Bella Vista,AR,72714,13471 Lookout Dr Bella Vista AR,,,,,,,,,,,,,,
104,13475,Lookout Dr,Bella Vista,AR,72714,13475 Lookout Dr Bella Vista AR,2.0,,http://www.zillow.com/homes/comps/94646867_zpid/,http://www.zillow.com/homedetails/13475-Lookout-Dr-Bella-Vista-AR-72714/94646867_zpid/#charts-and-data,http://www.zillow.com/homedetails/13475-Lookout-Dr-Bella-Vista-AR-72714/94646867_zpid/,09/10/2013,46000,5663,http://www.zillow.com/homes/94646867_zpid/,1356,106823.0,77690.0,,97112.0
105,13603,Lookout Dr,Bella Vista,AR,72714,13603 Lookout Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/70635281_zpid/,http://www.zillow.com/homedetails/13603-Lookout-Dr-Bella-Vista-AR-72714/70635281_zpid/#charts-and-data,http://www.zillow.com/homedetails/13603-Lookout-Dr-Bella-Vista-AR-72714/70635281_zpid/,11/28/2007,1000,6970,http://www.zillow.com/homes/70635281_zpid/,900,84789.0,60894.0,,77081.0
106,13605,Lookout Dr,Bella Vista,AR,72714,13605 Lookout Dr Bella Vista AR,,,,,,,,,,,,,,
107,13627,Lookout Dr,Bella Vista,AR,72714,13627 Lookout Dr Bella Vista AR,,1,http://www.zillow.com/homes/comps/94649477_zpid/,http://www.zillow.com/homedetails/13627-Lookout-Dr-Bella-Vista-AR-72714/94649477_zpid/#charts-and-data,http://www.zillow.com/homedetails/13627-Lookout-Dr-Bella-Vista-AR-72714/94649477_zpid/,08/18/2014,8000,25264,http://www.zillow.com/homes/94649477_zpid/,668,74372.0,45270.0,,64671.0
108,13639,Lookout Dr,Bella Vista,AR,72714,13639 Lookout Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/70614454_zpid/,http://www.zillow.com/homedetails/13639-Lookout-Dr-Bella-Vista-AR-72714/70614454_zpid/#charts-and-data,http://www.zillow.com/homedetails/13639-Lookout-Dr-Bella-Vista-AR-72714/70614454_zpid/,11/21/2008,5000,8276,http://www.zillow.com/homes/70614454_zpid/,896,86212.0,61916.0,,78375.0
109,12,Pine St,Bella Vista,AR,72714,12 Pine St Bella Vista AR,,,http://www.zillow.com/homes/comps/94649668_zpid/,http://www.zillow.com/homedetails/12-Pine-St-Bella-Vista-AR-72714/94649668_zpid/#charts-and-data,http://www.zillow.com/homedetails/12-Pine-St-Bella-Vista-AR-72714/94649668_zpid/,05/29/2009,26000,8712,http://www.zillow.com/homes/94649668_zpid/,952,93844.0,74903.0,,86095.0
110,103,Maple St,Bella Vista,AR,72714,103 Maple St Bella Vista AR,3.0,4,http://www.zillow.com/homes/comps/70632488_zpid/,http://www.zillow.com/homedetails/103-Maple-St-Bella-Vista-AR-72714/70632488_zpid/#charts-and-data,http://www.zillow.com/homedetails/103-Maple-St-Bella-Vista-AR-72714/70632488_zpid/,04/08/2016,70000,23958,http://www.zillow.com/homes/70632488_zpid/,2600,270016.0,119076.0,1970,167712.0
111,13,Pine St,Bella Vista,AR,72714,13 Pine St Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70602586_zpid/,http://www.zillow.com/homedetails/13-Pine-St-Bella-Vista-AR-72714/70602586_zpid/#charts-and-data,http://www.zillow.com/homedetails/13-Pine-St-Bella-Vista-AR-72714/70602586_zpid/,09/07/2006,35000,10018,http://www.zillow.com/homes/70602586_zpid/,960,39623.0,31625.0,1966,36351.0
112,1,Mercy Way,Bella Vista,AR,72714,1 Mercy Way Bella Vista AR,,,,,,,,,,,,,,
113,14,Pine St,Bella Vista,AR,72714,14 Pine St Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/70653076_zpid/,http://www.zillow.com/homedetails/14-Pine-St-Bella-Vista-AR-72714/70653076_zpid/#charts-and-data,http://www.zillow.com/homedetails/14-Pine-St-Bella-Vista-AR-72714/70653076_zpid/,04/25/2005,63000,7840,http://www.zillow.com/homes/70653076_zpid/,1282,112122.0,89283.0,2000,103817.0
114,15,Pine St,Bella Vista,AR,72714,15 Pine St Bella Vista AR,,,http://www.zillow.com/homes/comps/70701838_zpid/,http://www.zillow.com/homedetails/15-Pine-St-Bella-Vista-AR-72714/70701838_zpid/#charts-and-data,http://www.zillow.com/homedetails/15-Pine-St-Bella-Vista-AR-72714/70701838_zpid/,08/09/2005,20000,8276,http://www.zillow.com/homes/70701838_zpid/,938,92841.0,72399.0,,85175.0
115,1,Mountain Dr,Bella Vista,AR,72714,1 Mountain Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94648214_zpid/,http://www.zillow.com/homedetails/1-Mountain-Dr-Bella-Vista-AR-72714/94648214_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Mountain-Dr-Bella-Vista-AR-72714/94648214_zpid/,,,10890,http://www.zillow.com/homes/94648214_zpid/,568,87151.0,63749.0,,80695.0
116,2,Mountain Dr,Bella Vista,AR,72714,2 Mountain Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94650366_zpid/,http://www.zillow.com/homedetails/2-Mountain-Dr-Bella-Vista-AR-72714/94650366_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Mountain-Dr-Bella-Vista-AR-72714/94650366_zpid/,,,11761,http://www.zillow.com/homes/94650366_zpid/,520,84013.0,63599.0,,78517.0
117,4,Mountain Dr,Bella Vista,AR,72714,4 Mountain Dr Bella Vista AR,,,,,,,,,,,,,,
118,5,Mountain Dr,Bella Vista,AR,72714,5 Mountain Dr Bella Vista AR,,,,,,,,,,,,,,
119,6,Mountain Dr,Bella Vista,AR,72714,6 Mountain Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94648760_zpid/,http://www.zillow.com/homedetails/6-Mountain-Dr-Bella-Vista-AR-72714/94648760_zpid/#charts-and-data,http://www.zillow.com/homedetails/6-Mountain-Dr-Bella-Vista-AR-72714/94648760_zpid/,,,4792,http://www.zillow.com/homes/94648760_zpid/,528,71659.0,42995.0,,62312.0
120,16,Pine St,Bella Vista,AR,72714,16 Pine St Bella Vista AR,,,http://www.zillow.com/homes/comps/70658878_zpid/,http://www.zillow.com/homedetails/16-Pine-St-Bella-Vista-AR-72714/70658878_zpid/#charts-and-data,http://www.zillow.com/homedetails/16-Pine-St-Bella-Vista-AR-72714/70658878_zpid/,04/21/2011,35000,7841,http://www.zillow.com/homes/70658878_zpid/,812,89203.0,61076.0,,80363.0
121,7,Mountain Dr,Bella Vista,AR,72714,7 Mountain Dr Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94646143_zpid/,http://www.zillow.com/homedetails/7-Mountain-Dr-Bella-Vista-AR-72714/94646143_zpid/#charts-and-data,http://www.zillow.com/homedetails/7-Mountain-Dr-Bella-Vista-AR-72714/94646143_zpid/,05/02/2012,24000,5663,http://www.zillow.com/homes/94646143_zpid/,1296,99092.0,77858.0,,88475.0
122,1,Mountain Crest Loop,Bella Vista,AR,72714,1 Mountain Crest Loop Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/70725756_zpid/,http://www.zillow.com/homedetails/1-Mountain-Crest-Loop-Bella-Vista-AR-72714/70725756_zpid/#charts-and-data,http://www.zillow.com/homedetails/1-Mountain-Crest-Loop-Bella-Vista-AR-72714/70725756_zpid/,02/26/2009,32000,8276,http://www.zillow.com/homes/70725756_zpid/,980,88160.0,66322.0,,80881.0
123,2,Mountain Crest Loop,Bella Vista,AR,72714,2 Mountain Crest Loop Bella Vista AR,2.0,3,http://www.zillow.com/homes/comps/94649173_zpid/,http://www.zillow.com/homedetails/2-Mountain-Crest-Loop-Bella-Vista-AR-72714/94649173_zpid/#charts-and-data,http://www.zillow.com/homedetails/2-Mountain-Crest-Loop-Bella-Vista-AR-72714/94649173_zpid/,01/24/2014,22000,7405,http://www.zillow.com/homes/94649173_zpid/,816,91108.0,64360.0,,83585.0
124,3,Mountain Crest Loop,Bella Vista,AR,72714,3 Mountain Crest Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94645848_zpid/,http://www.zillow.com/homedetails/3-Mountain-Crest-Loop-Bella-Vista-AR-72714/94645848_zpid/#charts-and-data,http://www.zillow.com/homedetails/3-Mountain-Crest-Loop-Bella-Vista-AR-72714/94645848_zpid/,,,6970,http://www.zillow.com/homes/94645848_zpid/,600,71802.0,43680.0,,59835.0
125,4,Mountain Crest Loop,Bella Vista,AR,72714,4 Mountain Crest Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94647872_zpid/,http://www.zillow.com/homedetails/4-Mountain-Crest-Loop-Bella-Vista-AR-72714/94647872_zpid/#charts-and-data,http://www.zillow.com/homedetails/4-Mountain-Crest-Loop-Bella-Vista-AR-72714/94647872_zpid/,08/19/2002,9000,9148,http://www.zillow.com/homes/94647872_zpid/,,93554.0,64898.0,,84283.0
126,5,Mountain Crest Loop,Bella Vista,AR,72714,5 Mountain Crest Loop Bella Vista AR,1.0,2,http://www.zillow.com/homes/comps/70644403_zpid/,http://www.zillow.com/homedetails/5-Mountain-Crest-Loop-Bella-Vista-AR-72714/70644403_zpid/#charts-and-data,http://www.zillow.com/homedetails/5-Mountain-Crest-Loop-Bella-Vista-AR-72714/70644403_zpid/,04/20/2011,11000,8276,http://www.zillow.com/homes/70644403_zpid/,600,66739.0,43891.0,,60125.0
127,6,Mountain Crest Loop,Bella Vista,AR,72714,6 Mountain Crest Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94650657_zpid/,http://www.zillow.com/homedetails/6-Mountain-Crest-Loop-Bella-Vista-AR-72714/94650657_zpid/#charts-and-data,http://www.zillow.com/homedetails/6-Mountain-Crest-Loop-Bella-Vista-AR-72714/94650657_zpid/,11/18/1996,11000,13068,http://www.zillow.com/homes/94650657_zpid/,924,93267.0,63553.0,,82537.0
128,7,Mountain Crest Loop,Bella Vista,AR,72714,7 Mountain Crest Loop Bella Vista AR,2.0,2,http://www.zillow.com/homes/comps/70634573_zpid/,http://www.zillow.com/homedetails/7-Mountain-Crest-Loop-Bella-Vista-AR-72714/70634573_zpid/#charts-and-data,http://www.zillow.com/homedetails/7-Mountain-Crest-Loop-Bella-Vista-AR-72714/70634573_zpid/,05/02/2012,24000,7405,http://www.zillow.com/homes/70634573_zpid/,1000,90524.0,65468.0,1988,80825.0
129,9,Mountain Crest Loop,Bella Vista,AR,72714,9 Mountain Crest Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/70671739_zpid/,http://www.zillow.com/homedetails/9-Mountain-Crest-Loop-Bella-Vista-AR-72714/70671739_zpid/#charts-and-data,http://www.zillow.com/homedetails/9-Mountain-Crest-Loop-Bella-Vista-AR-72714/70671739_zpid/,11/03/2005,15000,7841,http://www.zillow.com/homes/70671739_zpid/,600,71785.0,43669.0,,59821.0
130,10,Mountain Crest Loop,Bella Vista,AR,72714,10 Mountain Crest Loop Bella Vista AR,1.0,,http://www.zillow.com/homes/comps/94646491_zpid/,http://www.zillow.com/homedetails/10-Mountain-Crest-Loop-Bella-Vista-AR-72714/94646491_zpid/#charts-and-data,http://www.zillow.com/homedetails/10-Mountain-Crest-Loop-Bella-Vista-AR-72714/94646491_zpid/,,,10019,http://www.zillow.com/homes/94646491_zpid/,288,69891.0,42303.0,,61308.0
131,11,Mountain Crest Loop,Bella Vista,AR,72714,11 Mountain Crest Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94650470_zpid/,http://www.zillow.com/homedetails/11-Mountain-Crest-Loop-Bella-Vista-AR-72714/94650470_zpid/#charts-and-data,http://www.zillow.com/homedetails/11-Mountain-Crest-Loop-Bella-Vista-AR-72714/94650470_zpid/,02/27/2004,33000,8712,http://www.zillow.com/homes/94650470_zpid/,924,84932.0,62126.0,,78641.0
132,13,Mountain Crest Loop,Bella Vista,AR,72714,13 Mountain Crest Loop Bella Vista AR,,,http://www.zillow.com/homes/comps/94644685_zpid/,http://www.zillow.com/homedetails/13-Mountain-Crest-Loop-Bella-Vista-AR-72714/94644685_zpid/#charts-and-data,http://www.zillow.com/homedetails/13-Mountain-Crest-Loop-Bella-Vista-AR-72714/94644685_zpid/,,,9148,http://www.zillow.com/homes/94644685_zpid/,552,70945.0,42687.0,,60123.0
